,year,value,metrics,classe
975,2008,0.16,Comission Error,Pastureland
976,2008,0.41,Comission Error,Cropland
977,2008,1.0,Comission Error,Bareland and Impervious
978,2008,0.83,Comission Error,Rock Outcrop
979,2008,0.08,Comission Error,Water
980,2009,0.06,Comission Error,Forest
981,2009,0.89,Comission Error,Shrubland
982,2009,0.55,Comission Error,Flooded Forest
983,2009,0.4,Comission Error,Wetland
984,2009,0.42,Comission Error,Natural Grassland
985,2009,0.16,Comission Error,Pastureland
986,2009,0.38,Comission Error,Cropland
987,2009,1.0,Comission Error,Bareland and Impervious
988,2009,0.82,Comission Error,Rock Outcrop
989,2009,0.08,Comission Error,Water
990,2010,0.06,Comission Error,Forest
991,2010,0.89,Comission Error,Shrubland
992,2010,0.56,Comission Error,Flooded Forest
993,2010,0.4,Comission Error,Wetland
994,2010,0.44,Comission Error,Natural Grassland
995,2010,0.16,Comission Error,Pastureland
996,2010,0.4,Comission Error,Cropland
997,2010,1.0,Comission Error,Bareland and Impervious
998,2010,0.82,Comission Error,Rock Outcrop
999,2010,0.09,Comission Error,Water
1000,2011,0.06,Comission Error,Forest
1001,2011,0.89,Comission Error,Shrubland
1002,2011,0.56,Comission Error,Flooded Forest
1003,2011,0.38,Comission Error,Wetland
1004,2011,0.45,Comission Error,Natural Grassland
1005,2011,0.17,Comission Error,Pastureland
1006,2011,0.39,Comission Error,Cropland
1007,2011,1.0,Comission Error,Bareland and Impervious
1008,2011,0.82,Comission Error,Rock Outcrop
1009,2011,0.09,Comission Error,Water
1010,2012,0.06,Comission Error,Forest
1011,2012,0.88,Comission Error,Shrubland
1012,2012,0.56,Comission Error,Flooded Forest
1013,2012,0.45,Comission Error,Wetland
1014,2012,0.42,Comission Error,Natural Grassland
1015,2012,0.16,Comission Error,Pastureland
1016,2012,0.36,Comission Error,Cropland
1017,2012,1.0,Comission Error,Bareland and Impervious
1018,2012,0.82,Comission Error,Rock Outcrop
1019,2012,0.08,Comission Error,Water
1020,2013,0.06,Comission Error,Forest
1021,2013,0.85,Comission Error,Shrubland
1022,2013,0.56,Comission Error,Flooded Forest
1023,2013,0.43,Comission Error,Wetland
1024,2013,0.37,Comission Error,Natural Grassland
1025,2013,0.17,Comission Error,Pastureland
1026,2013,0.33,Comission Error,Cropland
1027,2013,1.0,Comission Error,Bareland and Impervious
1028,2013,0.82,Comission Error,Rock Outcrop
1029,2013,0.08,Comission Error,Water
1030,2014,0.06,Comission Error,Forest
1031,2014,0.85,Comission Error,Shrubland
1032,2014,0.56,Comission Error,Flooded Forest
1033,2014,0.44,Comission Error,Wetland
1034,2014,0.36,Comission Error,Natural Grassland
1035,2014,0.17,Comission Error,Pastureland
1036,2014,0.32,Comission Error,Cropland
1037,2014,1.0,Comission Error,Bareland and Impervious
1038,2014,0.82,Comission Error,Rock Outcrop
1039,2014,0.1,Comission Error,Water
1040,2015,0.06,Comission Error,Forest
1041,2015,0.86,Comission Error,Shrubland
1042,2015,0.55,Comission Error,Flooded Forest
1043,2015,0.45,Comission Error,Wetland
1044,2015,0.34,Comission Error,Natural Grassland
1045,2015,0.16,Comission Error,Pastureland
1046,2015,0.32,Comission Error,Cropland
1047,2015,1.0,Comission Error,Bareland and Impervious
1048,2015,0.82,Comission Error,Rock Outcrop
1049,2015,0.09,Comission Error,Water
1050,2016,0.06,Comission Error,Forest
1051,2016,0.86,Comission Error,Shrubland
1052,2016,0.55,Comission Error,Flooded Forest
1053,2016,0.44,Comission Error,Wetland
1054,2016,0.33,Comission Error,Natural Grassland
1055,2016,0.16,Comission Error,Pastureland
1056,2016,0.33,Comission Error,Cropland
1057,2016,1.0,Comission Error,Bareland and Impervious
1058,2016,0.82,Comission Error,Rock Outcrop
1059,2016,0.1,Comission Error,Water
1060,2017,0.05,Comission Error,Forest
1061,2017,0.87,Comission Error,Shrubland
1062,2017,0.56,Comission Error,Flooded Forest
1063,2017,0.44,Comission Error,Wetland
1064,2017,0.31,Comission Error,Natural Grassland
1065,2017,0.16,Comission Error,Pastureland
1066,2017,0.33,Comission Error,Cropland
1067,2017,1.0,Comission Error,Bareland and Impervious
1068,2017,0.82,Comission Error,Rock Outcrop
1069,2017,0.1,Comission Error,Water
1070,2018,0.05,Comission Error,Forest
1071,2018,0.87,Comission Error,Shrubland
1072,2018,0.55,Comission Error,Flooded Forest
1073,2018,0.42,Comission Error,Wetland
1074,2018,0.3,Comission Error,Natural Grassland
1075,2018,0.16,Comission Error,Pastureland
1076,2018,0.32,Comission Error,Cropland
1077,2018,1.0,Comission Error,Bareland and Impervious
1078,2018,0.82,Comission Error,Rock Outcrop
1079,2018,0.1,Comission Error,Water
1080,2019,0.06,Comission Error,Forest
1081,2019,0.88,Comission Error,Shrubland
1082,2019,0.56,Comission Error,Flooded Forest
1083,2019,0.36,Comission Error,Wetland
1084,2019,0.32,Comission Error,Natural Grassland
1085,2019,0.15,Comission Error,Pastureland
1086,2019,0.4,Comission Error,Cropland
1087,2019,1.0,Comission Error,Bareland and Impervious
1088,2019,0.82,Comission Error,Rock Outcrop
1089,2019,0.11,Comission Error,Water
1090,2020,0.06,Comission Error,Forest
1091,2020,0.89,Comission Error,Shrubland
1092,2020,0.57,Comission Error,Flooded Forest
1093,2020,0.36,Comission Error,Wetland
1094,2020,0.34,Comission Error,Natural Grassland
1095,2020,0.14,Comission Error,Pastureland
1096,2020,0.39,Comission Error,Cropland
1097,2020,1.0,Comission Error,Bareland and Impervious
1098,2020,0.82,Comission Error,Rock Outcrop
1099,2020,0.11,Comission Error,Water
1100,2021,0.06,Comission Error,Forest
1101,2021,0.87,Comission Error,Shrubland
1102,2021,0.58,Comission Error,Flooded Forest
1103,2021,0.37,Comission Error,Wetland
1104,2021,0.34,Comission Error,Natural Grassland
1105,2021,0.14,Comission Error,Pastureland
1106,2021,0.39,Comission Error,Cropland
1107,2021,1.0,Comission Error,Bareland and Impervious
1108,2021,0.82,Comission Error,Rock Outcrop
1109,2021,0.1,Comission Error,Water
1110,1985,0.03,Omission Error,Forest
1111,1985,0.67,Omission Error,Shrubland
1112,1985,0.81,Omission Error,Flooded Forest
1113,1985,0.74,Omission Error,Wetland
1114,1985,0.42,Omission Error,Natural Grassland
1115,1985,0.17,Omission Error,Pastureland
1116,1985,0.86,Omission Error,Cropland
1117,1985,0.0,Omission Error,Bareland and Impervious
1118,1985,0.83,Omission Error,Rock Outcrop
1119,1985,0.16,Omission Error,Water
1120,1986,0.03,Omission Error,Forest
1121,1986,0.67,Omission Error,Shrubland
1122,1986,0.83,Omission Error,Flooded Forest
1123,1986,0.77,Omission Error,Wetland
1124,1986,0.41,Omission Error,Natural Grassland
1125,1986,0.15,Omission Error,Pastureland
1126,1986,0.71,Omission Error,Cropland
1127,1986,0.0,Omission Error,Bareland and Impervious
1128,1986,0.81,Omission Error,Rock Outcrop
1129,1986,0.19,Omission Error,Water
1130,1987,0.03,Omission Error,Forest
1131,1987,0.7,Omission Error,Shrubland
1132,1987,0.83,Omission Error,Flooded Forest
1133,1987,0.79,Omission Error,Wetland
1134,1987,0.41,Omission Error,Natural Grassland
1135,1987,0.11,Omission Error,Pastureland
1136,1987,0.6,Omission Error,Cropland
1137,1987,0.0,Omission Error,Bareland and Impervious
1138,1987,0.81,Omission Error,Rock Outcrop
1139,1987,0.19,Omission Error,Water
1140,1988,0.04,Omission Error,Forest
1141,1988,0.69,Omission Error,Shrubland
1142,1988,0.84,Omission Error,Flooded Forest
1143,1988,0.79,Omission Error,Wetland
1144,1988,0.41,Omission Error,Natural Grassland
1145,1988,0.12,Omission Error,Pastureland
1146,1988,0.67,Omission Error,Cropland
1147,1988,0.0,Omission Error,Bareland and Impervious
1148,1988,0.81,Omission Error,Rock Outcrop
1149,1988,0.18,Omission Error,Water
1150,1989,0.04,Omission Error,Forest
1151,1989,0.67,Omission Error,Shrubland
1152,1989,0.84,Omission Error,Flooded Forest
1153,1989,0.79,Omission Error,Wetland
1154,1989,0.41,Omission Error,Natural Grassland
1155,1989,0.12,Omission Error,Pastureland
1156,1989,0.6,Omission Error,Cropland
1157,1989,0.0,Omission Error,Bareland and Impervious
1158,1989,0.81,Omission Error,Rock Outcrop
1159,1989,0.18,Omission Error,Water
1160,1990,0.04,Omission Error,Forest
1161,1990,0.67,Omission Error,Shrubland
1162,1990,0.84,Omission Error,Flooded Forest
1163,1990,0.78,Omission Error,Wetland
1164,1990,0.4,Omission Error,Natural Grassland
1165,1990,0.12,Omission Error,Pastureland
1166,1990,0.5,Omission Error,Cropland
1167,1990,0.0,Omission Error,Bareland and Impervious
1168,1990,0.81,Omission Error,Rock Outcrop
1169,1990,0.19,Omission Error,Water
1170,1991,0.04,Omission Error,Forest
1171,1991,0.66,Omission Error,Shrubland
1172,1991,0.84,Omission Error,Flooded Forest
1173,1991,0.79,Omission Error,Wetland
1174,1991,0.41,Omission Error,Natural Grassland
1175,1991,0.1,Omission Error,Pastureland
1176,1991,0.67,Omission Error,Cropland
1177,1991,0.0,Omission Error,Bareland and Impervious
1178,1991,0.81,Omission Error,Rock Outcrop
1179,1991,0.23,Omission Error,Water
1180,1992,0.04,Omission Error,Forest
1181,1992,0.68,Omission Error,Shrubland
1182,1992,0.84,Omission Error,Flooded Forest
1183,1992,0.79,Omission Error,Wetland
1184,1992,0.4,Omission Error,Natural Grassland
1185,1992,0.12,Omission Error,Pastureland
1186,1992,0.6,Omission Error,Cropland
1187,1992,0.0,Omission Error,Bareland and Impervious
1188,1992,0.81,Omission Error,Rock Outcrop
1189,1992,0.23,Omission Error,Water
1190,1993,0.04,Omission Error,Forest
1191,1993,0.68,Omission Error,Shrubland
1192,1993,0.84,Omission Error,Flooded Forest
1193,1993,0.79,Omission Error,Wetland
1194,1993,0.4,Omission Error,Natural Grassland
1195,1993,0.1,Omission Error,Pastureland
1196,1993,0.33,Omission Error,Cropland
1197,1993,0.0,Omission Error,Bareland and Impervious
1198,1993,0.81,Omission Error,Rock Outcrop
1199,1993,0.22,Omission Error,Water
1200,1994,0.04,Omission Error,Forest
1201,1994,0.67,Omission Error,Shrubland
1202,1994,0.84,Omission Error,Flooded Forest
1203,1994,0.8,Omission Error,Wetland
1204,1994,0.42,Omission Error,Natural Grassland
1205,1994,0.09,Omission Error,Pastureland
1206,1994,0.75,Omission Error,Cropland
1207,1994,0.0,Omission Error,Bareland and Impervious
1208,1994,0.81,Omission Error,Rock Outcrop
1209,1994,0.19,Omission Error,Water
1210,1995,0.04,Omission Error,Forest
1211,1995,0.68,Omission Error,Shrubland
1212,1995,0.84,Omission Error,Flooded Forest
1213,1995,0.8,Omission Error,Wetland
1214,1995,0.41,Omission Error,Natural Grassland
1215,1995,0.09,Omission Error,Pastureland
1216,1995,0.83,Omission Error,Cropland
1217,1995,0.0,Omission Error,Bareland and Impervious
1218,1995,0.81,Omission Error,Rock Outcrop
1219,1995,0.19,Omission Error,Water
1220,1996,0.04,Omission Error,Forest
1221,1996,0.68,Omission Error,Shrubland
1222,1996,0.84,Omission Error,Flooded Forest
1223,1996,0.8,Omission Error,Wetland
1224,1996,0.41,Omission Error,Natural Grassland
1225,1996,0.09,Omission Error,Pastureland
1226,1996,0.4,Omission Error,Cropland
1227,1996,0.0,Omission Error,Bareland and Impervious
1228,1996,0.81,Omission Error,Rock Outcrop
1229,1996,0.23,Omission Error,Water
1230,1997,0.04,Omission Error,Forest
1231,1997,0.68,Omission Error,Shrubland
1232,1997,0.84,Omission Error,Flooded Forest
1233,1997,0.79,Omission Error,Wetland
1234,1997,0.41,Omission Error,Natural Grassland
1235,1997,0.08,Omission Error,Pastureland
1236,1997,0.33,Omission Error,Cropland
1237,1997,0.0,Omission Error,Bareland and Impervious
1238,1997,0.81,Omission Error,Rock Outcrop
1239,1997,0.23,Omission Error,Water
1240,1998,0.03,Omission Error,Forest
1241,1998,0.66,Omission Error,Shrubland
1242,1998,0.84,Omission Error,Flooded Forest
1243,1998,0.8,Omission Error,Wetland
1244,1998,0.42,Omission Error,Natural Grassland
1245,1998,0.09,Omission Error,Pastureland
1246,1998,0.38,Omission Error,Cropland
1247,1998,0.0,Omission Error,Bareland and Impervious
1248,1998,0.81,Omission Error,Rock Outcrop
1249,1998,0.19,Omission Error,Water
1250,1999,0.03,Omission Error,Forest
1251,1999,0.65,Omission Error,Shrubland
1252,1999,0.84,Omission Error,Flooded Forest
1253,1999,0.8,Omission Error,Wetland
1254,1999,0.42,Omission Error,Natural Grassland
1255,1999,0.09,Omission Error,Pastureland
1256,1999,0.32,Omission Error,Cropland
1257,1999,0.0,Omission Error,Bareland and Impervious
1258,1999,0.81,Omission Error,Rock Outcrop
1259,1999,0.24,Omission Error,Water
1260,2000,0.03,Omission Error,Forest
1261,2000,0.66,Omission Error,Shrubland
1262,2000,0.84,Omission Error,Flooded Forest
1263,2000,0.78,Omission Error,Wetland
1264,2000,0.42,Omission Error,Natural Grassland
1265,2000,0.1,Omission Error,Pastureland
1266,2000,0.32,Omission Error,Cropland
1267,2000,0.0,Omission Error,Bareland and Impervious
1268,2000,0.81,Omission Error,Rock Outcrop
1269,2000,0.14,Omission Error,Water
1270,2001,0.03,Omission Error,Forest
1271,2001,0.66,Omission Error,Shrubland
1272,2001,0.84,Omission Error,Flooded Forest
1273,2001,0.77,Omission Error,Wetland
1274,2001,0.42,Omission Error,Natural Grassland
1275,2001,0.09,Omission Error,Pastureland
1276,2001,0.24,Omission Error,Cropland
1277,2001,0.0,Omission Error,Bareland and Impervious
1278,2001,0.81,Omission Error,Rock Outcrop
1279,2001,0.13,Omission Error,Water
1280,2002,0.04,Omission Error,Forest
1281,2002,0.67,Omission Error,Shrubland
1282,2002,0.84,Omission Error,Flooded Forest
1283,2002,0.77,Omission Error,Wetland
1284,2002,0.41,Omission Error,Natural Grassland
1285,2002,0.09,Omission Error,Pastureland
1286,2002,0.23,Omission Error,Cropland
1287,2002,0.0,Omission Error,Bareland and Impervious
1288,2002,0.81,Omission Error,Rock Outcrop
1289,2002,0.12,Omission Error,Water
1290,2003,0.04,Omission Error,Forest
1291,2003,0.65,Omission Error,Shrubland
1292,2003,0.84,Omission Error,Flooded Forest
1293,2003,0.76,Omission Error,Wetland
1294,2003,0.42,Omission Error,Natural Grassland
1295,2003,0.09,Omission Error,Pastureland
1296,2003,0.36,Omission Error,Cropland
1297,2003,0.0,Omission Error,Bareland and Impervious
1298,2003,0.81,Omission Error,Rock Outcrop
1299,2003,0.1,Omission Error,Water
1300,2004,0.04,Omission Error,Forest
1301,2004,0.65,Omission Error,Shrubland
1302,2004,0.84,Omission Error,Flooded Forest
1303,2004,0.77,Omission Error,Wetland
1304,2004,0.41,Omission Error,Natural Grassland
1305,2004,0.09,Omission Error,Pastureland
1306,2004,0.4,Omission Error,Cropland
1307,2004,0.0,Omission Error,Bareland and Impervious
1308,2004,0.81,Omission Error,Rock Outcrop
1309,2004,0.11,Omission Error,Water
1310,2005,0.04,Omission Error,Forest
1311,2005,0.68,Omission Error,Shrubland
1312,2005,0.84,Omission Error,Flooded Forest
1313,2005,0.77,Omission Error,Wetland
1314,2005,0.42,Omission Error,Natural Grassland
1315,2005,0.08,Omission Error,Pastureland
1316,2005,0.32,Omission Error,Cropland
1317,2005,0.0,Omission Error,Bareland and Impervious
1318,2005,0.81,Omission Error,Rock Outcrop
1319,2005,0.12,Omission Error,Water
1320,2006,0.04,Omission Error,Forest
1321,2006,0.68,Omission Error,Shrubland
1322,2006,0.84,Omission Error,Flooded Forest
1323,2006,0.77,Omission Error,Wetland
1324,2006,0.42,Omission Error,Natural Grassland
1325,2006,0.08,Omission Error,Pastureland
1326,2006,0.28,Omission Error,Cropland
1327,2006,0.0,Omission Error,Bareland and Impervious
1328,2006,0.81,Omission Error,Rock Outcrop
1329,2006,0.12,Omission Error,Water
1330,2007,0.04,Omission Error,Forest
1331,2007,0.64,Omission Error,Shrubland
1332,2007,0.83,Omission Error,Flooded Forest
1333,2007,0.77,Omission Error,Wetland
1334,2007,0.41,Omission Error,Natural Grassland
1335,2007,0.08,Omission Error,Pastureland
1336,2007,0.23,Omission Error,Cropland
1337,2007,0.0,Omission Error,Bareland and Impervious
1338,2007,0.81,Omission Error,Rock Outcrop
1339,2007,0.13,Omission Error,Water
1340,2008,0.04,Omission Error,Forest
1341,2008,0.64,Omission Error,Shrubland
1342,2008,0.83,Omission Error,Flooded Forest
1343,2008,0.77,Omission Error,Wetland
1344,2008,0.42,Omission Error,Natural Grassland
1345,2008,0.08,Omission Error,Pastureland
1346,2008,0.24,Omission Error,Cropland
1347,2008,0.0,Omission Error,Bareland and Impervious
1348,2008,0.81,Omission Error,Rock Outcrop
1349,2008,0.13,Omission Error,Water
1350,2009,0.03,Omission Error,Forest
1351,2009,0.65,Omission Error,Shrubland
1352,2009,0.83,Omission Error,Flooded Forest
1353,2009,0.77,Omission Error,Wetland
1354,2009,0.41,Omission Error,Natural Grassland
1355,2009,0.08,Omission Error,Pastureland
1356,2009,0.22,Omission Error,Cropland
1357,2009,0.0,Omission Error,Bareland and Impervious
1358,2009,0.81,Omission Error,Rock Outcrop
1359,2009,0.15,Omission Error,Water
1360,2010,0.04,Omission Error,Forest
1361,2010,0.66,Omission Error,Shrubland
1362,2010,0.84,Omission Error,Flooded Forest
1363,2010,0.77,Omission Error,Wetland
1364,2010,0.43,Omission Error,Natural Grassland
1365,2010,0.08,Omission Error,Pastureland
1366,2010,0.23,Omission Error,Cropland
1367,2010,0.0,Omission Error,Bareland and Impervious
1368,2010,0.81,Omission Error,Rock Outcrop
1369,2010,0.12,Omission Error,Water
1370,2011,0.04,Omission Error,Forest
1371,2011,0.65,Omission Error,Shrubland
1372,2011,0.84,Omission Error,Flooded Forest
1373,2011,0.77,Omission Error,Wetland
1374,2011,0.43,Omission Error,Natural Grassland
1375,2011,0.08,Omission Error,Pastureland
1376,2011,0.23,Omission Error,Cropland
1377,2011,0.0,Omission Error,Bareland and Impervious
1378,2011,0.81,Omission Error,Rock Outcrop
1379,2011,0.13,Omission Error,Water
1380,2012,0.04,Omission Error,Forest
1381,2012,0.68,Omission Error,Shrubland
1382,2012,0.84,Omission Error,Flooded Forest
1383,2012,0.78,Omission Error,Wetland
1384,2012,0.43,Omission Error,Natural Grassland
1385,2012,0.08,Omission Error,Pastureland
1386,2012,0.2,Omission Error,Cropland
1387,2012,0.0,Omission Error,Bareland and Impervious
1388,2012,0.81,Omission Error,Rock Outcrop
1389,2012,0.12,Omission Error,Water
1390,2013,0.04,Omission Error,Forest
1391,2013,0.63,Omission Error,Shrubland
1392,2013,0.83,Omission Error,Flooded Forest
1393,2013,0.74,Omission Error,Wetland
1394,2013,0.41,Omission Error,Natural Grassland
1395,2013,0.08,Omission Error,Pastureland
1396,2013,0.21,Omission Error,Cropland
1397,2013,0.0,Omission Error,Bareland and Impervious
1398,2013,0.81,Omission Error,Rock Outcrop
1399,2013,0.1,Omission Error,Water
1400,2014,0.04,Omission Error,Forest
1401,2014,0.64,Omission Error,Shrubland
1402,2014,0.83,Omission Error,Flooded Forest
1403,2014,0.74,Omission Error,Wetland
1404,2014,0.42,Omission Error,Natural Grassland
1405,2014,0.08,Omission Error,Pastureland
1406,2014,0.17,Omission Error,Cropland
1407,2014,0.0,Omission Error,Bareland and Impervious
1408,2014,0.81,Omission Error,Rock Outcrop
1409,2014,0.1,Omission Error,Water
1410,2015,0.04,Omission Error,Forest
1411,2015,0.65,Omission Error,Shrubland
1412,2015,0.83,Omission Error,Flooded Forest
1413,2015,0.74,Omission Error,Wetland
1414,2015,0.42,Omission Error,Natural Grassland
1415,2015,0.08,Omission Error,Pastureland
1416,2015,0.16,Omission Error,Cropland
1417,2015,0.0,Omission Error,Bareland and Impervious
1418,2015,0.81,Omission Error,Rock Outcrop
1419,2015,0.09,Omission Error,Water
1420,2016,0.04,Omission Error,Forest
1421,2016,0.66,Omission Error,Shrubland
1422,2016,0.83,Omission Error,Flooded Forest
1423,2016,0.73,Omission Error,Wetland
1424,2016,0.42,Omission Error,Natural Grassland
1425,2016,0.09,Omission Error,Pastureland
1426,2016,0.15,Omission Error,Cropland
1427,2016,0.0,Omission Error,Bareland and Impervious
1428,2016,0.81,Omission Error,Rock Outcrop
1429,2016,0.08,Omission Error,Water
1430,2017,0.04,Omission Error,Forest
1431,2017,0.65,Omission Error,Shrubland
1432,2017,0.83,Omission Error,Flooded Forest
1433,2017,0.72,Omission Error,Wetland
1434,2017,0.42,Omission Error,Natural Grassland
1435,2017,0.09,Omission Error,Pastureland
1436,2017,0.16,Omission Error,Cropland
1437,2017,0.0,Omission Error,Bareland and Impervious
1438,2017,0.81,Omission Error,Rock Outcrop
1439,2017,0.08,Omission Error,Water
1440,2018,0.04,Omission Error,Forest
1441,2018,0.66,Omission Error,Shrubland
1442,2018,0.82,Omission Error,Flooded Forest
1443,2018,0.69,Omission Error,Wetland
1444,2018,0.43,Omission Error,Natural Grassland
1445,2018,0.08,Omission Error,Pastureland
1446,2018,0.13,Omission Error,Cropland
1447,2018,0.0,Omission Error,Bareland and Impervious
1448,2018,0.81,Omission Error,Rock Outcrop
1449,2018,0.07,Omission Error,Water
1450,2019,0.04,Omission Error,Forest
1451,2019,0.69,Omission Error,Shrubland
1452,2019,0.82,Omission Error,Flooded Forest
1453,2019,0.67,Omission Error,Wetland
1454,2019,0.46,Omission Error,Natural Grassland
1455,2019,0.12,Omission Error,Pastureland
1456,2019,0.15,Omission Error,Cropland
1457,2019,0.0,Omission Error,Bareland and Impervious
1458,2019,0.81,Omission Error,Rock Outcrop
1459,2019,0.05,Omission Error,Water
1460,2020,0.03,Omission Error,Forest
1461,2020,0.7,Omission Error,Shrubland
1462,2020,0.82,Omission Error,Flooded Forest
1463,2020,0.67,Omission Error,Wetland
1464,2020,0.46,Omission Error,Natural Grassland
1465,2020,0.13,Omission Error,Pastureland
1466,2020,0.12,Omission Error,Cropland
1467,2020,0.0,Omission Error,Bareland and Impervious
1468,2020,0.81,Omission Error,Rock Outcrop
1469,2020,0.05,Omission Error,Water
1470,2021,0.04,Omission Error,Forest
1471,2021,0.66,Omission Error,Shrubland
1472,2021,0.82,Omission Error,Flooded Forest
1473,2021,0.68,Omission Error,Wetland
1474,2021,0.46,Omission Error,Natural Grassland
1475,2021,0.13,Omission Error,Pastureland
1476,2021,0.13,Omission Error,Cropland
1477,2021,0.0,Omission Error,Bareland and Impervious
1478,2021,0.81,Omission Error,Rock Outcrop
1479,2021,0.08,Omission Error,Water
